STEMMING,tokenized_sents,polarity_score,polarity
mikaellhanggoro gogo74070675957 bospurwa aniesbaswedan abwnews agusyudhoyono suryapaloh51 syaikhu ahmad nasdem pksejahtera pdemokrat dpp partaiummat pemudakabah panglimapemuda1 pemudanasdem pppemudamu mjl rasulullah aniesmania undip univ indonesia unpad ugmyogyakarta ub official unair official unj official upiofficial univ buka usakti official itbofficial bemfe unnes anak unhas official unand dpr ri mprgoid riel blok itu corbuzier mirip urus nkri jateng sj beres undip bemfe unnes bem unsoed unair official ub official unj official usakti official ipbofficial unpad itbofficial upiofficial anak unhas uinsuskariau official unand dpr ri https t co 6tjmzlg0ak,"['mikaellhanggoro', 'gogo74070675957', 'bospurwa', 'aniesbaswedan', 'abwnews', 'agusyudhoyono', 'suryapaloh51', 'syaikhu', 'ahmad', 'nasdem', 'pksejahtera', 'pdemokrat', 'dpp', 'partaiummat', 'pemudakabah', 'panglimapemuda1', 'pemudanasdem', 'pppemudamu', 'mjl', 'rasulullah', 'aniesmania', 'undip', 'univ', 'indonesia', 'unpad', 'ugmyogyakarta', 'ub', 'official', 'unair', 'official', 'unj', 'official', 'upiofficial', 'univ', 'buka', 'usakti', 'official', 'itbofficial', 'bemfe', 'unnes', 'anak', 'unhas', 'official', 'unand', 'dpr', 'ri', 'mprgoid', 'riel', 'blok', 'itu', 'corbuzier', 'mirip', 'urus', 'nkri', 'jateng', 'sj', 'beres', 'undip', 'bemfe', 'unnes', 'bem', 'unsoed', 'unair', 'official', 'ub', 'official', 'unj', 'official', 'usakti', 'official', 'ipbofficial', 'unpad', 'itbofficial', 'upiofficial', 'anak', 'unhas', 'uinsuskariau', 'official', 'unand', 'dpr', 'ri', 'https', 't', 'co', '6tjmzlg0ak']",-3,-1
unnesmenfess ready kak,"['unnesmenfess', 'ready', 'kak']",1,1
unnesmenfess coba sekar ayu salon nder e7 ft unnes dm akuu,"['unnesmenfess', 'coba', 'sekar', 'ayu', 'salon', 'nder', 'e7', 'ft', 'unnes', 'dm', 'akuu']",6,1
ness layan psikologi online,"['ness', 'layan', 'psikologi', 'online']",0,0
kakak2 ness buku tidak ya sedia dipinjemin preloved makasiih https t co tbqvfyhyzu,"['kakak2', 'ness', 'buku', 'tidak', 'ya', 'sedia', 'dipinjemin', 'preloved', 'makasiih', 'https', 't', 'co', 'tbqvfyhyzu']",-3,-1
ness wtt almet m s m,"['ness', 'wtt', 'almet', 'm', 's', 'm']",0,0
ness info cuci karpet si unnes dongg,"['ness', 'info', 'cuci', 'karpet', 'si', 'unnes', 'dongg']",-3,-1
unnesmenfess numpang tanya feeder unnes jam si pulang kelas sore sampai jam 5,"['unnesmenfess', 'numpang', 'tanya', 'feeder', 'unnes', 'jam', 'si', 'pulang', 'kelas', 'sore', 'sampai', 'jam', '5']",-2,-1
ness kesal anak unnes kasi part time ngelesi feenya 50 ngilang tanggung dichat tidak dibales,"['ness', 'kesal', 'anak', 'unnes', 'kasi', 'part', 'time', 'ngelesi', 'feenya', '50', 'ngilang', 'tanggung', 'dichat', 'tidak', 'dibales']",-17,-1
jejenini2000 unnesmenfess nder,"['jejenini2000', 'unnesmenfess', 'nder']",0,0
ness naspad limo rumpun pakai qris tidak,"['ness', 'naspad', 'limo', 'rumpun', 'pakai', 'qris', 'tidak']",-5,-1
ness info yang jwal bento cake tidak yaa sekitar unnes moga tidak apa yang jangkau saja harga,"['ness', 'info', 'yang', 'jwal', 'bento', 'cake', 'tidak', 'yaa', 'sekitar', 'unnes', 'moga', 'tidak', 'apa', 'yang', 'jangkau', 'saja', 'harga']",-25,-1
ness ada yang buku otomatisasi kantor dn pre,"['ness', 'ada', 'yang', 'buku', 'otomatisasi', 'kantor', 'dn', 'pre']",-4,-1
ness ciwi ciwi beli pashmina kaos dimanaa spill nggaa sender beli tapi bingung takut salah toko,"['ness', 'ciwi', 'ciwi', 'beli', 'pashmina', 'kaos', 'dimanaa', 'spill', 'nggaa', 'sender', 'beli', 'tapi', 'bingung', 'takut', 'salah', 'toko']",-13,-1
wahyusarinings1 halo kak tanya kro anjem area upgris unnes tidak ya,"['wahyusarinings1', 'halo', 'kak', 'tanya', 'kro', 'anjem', 'area', 'upgris', 'unnes', 'tidak', 'ya']",-4,-1
unnesmenfess dm,"['unnesmenfess', 'dm']",0,0
unnesmenfess info,"['unnesmenfess', 'info']",-3,-1
pasar malam buka sampai ingin kesana pas malam nya suka malas gerak ness,"['pasar', 'malam', 'buka', 'sampai', 'ingin', 'kesana', 'pas', 'malam', 'nya', 'suka', 'malas', 'gerak', 'ness']",-3,-1
uji sabar coba deh kendara jalan unnes jamin emosi ubun ubun manusia unnes ajaib motor belok tidak nyala sein nyebrang motor malang nutup jalan gang bangun nyebrang maju,"['uji', 'sabar', 'coba', 'deh', 'kendara', 'jalan', 'unnes', 'jamin', 'emosi', 'ubun', 'ubun', 'manusia', 'unnes', 'ajaib', 'motor', 'belok', 'tidak', 'nyala', 'sein', 'nyebrang', 'motor', 'malang', 'nutup', 'jalan', 'gang', 'bangun', 'nyebrang', 'maju']",-7,-1
info makan enak murah unnes tapi saya malas sangat keluar kos https t co p7mbz53a20,"['info', 'makan', 'enak', 'murah', 'unnes', 'tapi', 'saya', 'malas', 'sangat', 'keluar', 'kos', 'https', 't', 'co', 'p7mbz53a20']",-13,-1
mari mari yang aman jadwal chat admin 1 2,"['mari', 'mari', 'yang', 'aman', 'jadwal', 'chat', 'admin', '1', '2']",4,1
info ness jual tusuk sate yaa thank you,"['info', 'ness', 'jual', 'tusuk', 'sate', 'yaa', 'thank', 'you']",-2,-1
jadwal sewa motor full slot ya kawann kamis pagi ready beat fi saja saran mimin aman jadwal cepat biar tidak habis unit,"['jadwal', 'sewa', 'motor', 'full', 'slot', 'ya', 'kawann', 'kamis', 'pagi', 'ready', 'beat', 'fi', 'saja', 'saran', 'mimin', 'aman', 'jadwal', 'cepat', 'biar', 'tidak', 'habis', 'unit']",-12,-1
ness yang pre speaker bluetooth tidak tawarin sender lagi butuh tia,"['ness', 'yang', 'pre', 'speaker', 'bluetooth', 'tidak', 'tawarin', 'sender', 'lagi', 'butuh', 'tia']",-18,-1
ness lupa check pinned tidak guysss kasih inpoo,"['ness', 'lupa', 'check', 'pinned', 'tidak', 'guysss', 'kasih', 'inpoo']",-5,-1
jeonghanwangy collegemenfess nxxxa06 wkwkwkwkwk,"['jeonghanwangy', 'collegemenfess', 'nxxxa06', 'wkwkwkwkwk']",0,0
vvotanet unnes,"['vvotanet', 'unnes']",0,0
ness pakai obat telinga susah ya terus obat telinga,"['ness', 'pakai', 'obat', 'telinga', 'susah', 'ya', 'terus', 'obat', 'telinga']",-9,-1
unnesmenfess akuuuu,"['unnesmenfess', 'akuuuu']",0,0
ness cari kardus packing barang pindah mana yaa,"['ness', 'cari', 'kardus', 'packing', 'barang', 'pindah', 'mana', 'yaa']",-5,-1
ness sabila laundry cuci komplit an ya kg nya tia,"['ness', 'sabila', 'laundry', 'cuci', 'komplit', 'an', 'ya', 'kg', 'nya', 'tia']",0,0
ness jual tabung gas 3kg mana si yang jual tawar,"['ness', 'jual', 'tabung', 'gas', '3kg', 'mana', 'si', 'yang', 'jual', 'tawar']",-8,-1
unnesmenfess webinar nder,"['unnesmenfess', 'webinar', 'nder']",0,0
ness guys webinar duduk manis dapat makan dapat uang tanggal 5 sept sore definisi duduk manis tapi bayar wkwk minat reply ya,"['ness', 'guys', 'webinar', 'duduk', 'manis', 'dapat', 'makan', 'dapat', 'uang', 'tanggal', '5', 'sept', 'sore', 'definisi', 'duduk', 'manis', 'tapi', 'bayar', 'wkwk', 'minat', 'reply', 'ya']",10,1
lin pyt ajif1407 unnesmenfess wahh juga ya sekitar unnes tidak,"['lin', 'pyt', 'ajif1407', 'unnesmenfess', 'wahh', 'juga', 'ya', 'sekitar', 'unnes', 'tidak']",-5,-1
ness info kos hari bebas cowok,"['ness', 'info', 'kos', 'hari', 'bebas', 'cowok']",-7,-1
ness rekomendasi lauk makan siang,"['ness', 'rekomendasi', 'lauk', 'makan', 'siang']",0,0
ness nugas its milk yay or nay,"['ness', 'nugas', 'its', 'milk', 'yay', 'or', 'nay']",0,0
ness piano tidak ya keyboard beli harga berapa kalau ad yang nyewain juga,"['ness', 'piano', 'tidak', 'ya', 'keyboard', 'beli', 'harga', 'berapa', 'kalau', 'ad', 'yang', 'nyewain', 'juga']",-9,-1
ness yang pre buku tidak ya makasii https t co hkvvn1c0us,"['ness', 'yang', 'pre', 'buku', 'tidak', 'ya', 'makasii', 'https', 't', 'co', 'hkvvn1c0us']",-10,-1
guys yang tahu beli selendang gin gakk urgent jumat ness https t co xo43vnthoe,"['guys', 'yang', 'tahu', 'beli', 'selendang', 'gin', 'gakk', 'urgent', 'jumat', 'ness', 'https', 't', 'co', 'xo43vnthoe']",-3,-1
unnesmenfess akuu https t co mczibhymzn,"['unnesmenfess', 'akuu', 'https', 't', 'co', 'mczibhymzn']",0,0
mesan saya ya jastipunnes anjemunnes unnes anjem antarjemputsemarang https t co a76tj2bmwg,"['mesan', 'saya', 'ya', 'jastipunnes', 'anjemunnes', 'unnes', 'anjem', 'antarjemputsemarang', 'https', 't', 'co', 'a76tj2bmwg']",-3,-1
unnesmenfess kak https t co mczibhymzn,"['unnesmenfess', 'kak', 'https', 't', 'co', 'mczibhymzn']",0,0
ness jastip yang tidak pakai ngantri yang benar langsung otw tidak ambil jastipan,"['ness', 'jastip', 'yang', 'tidak', 'pakai', 'ngantri', 'yang', 'benar', 'langsung', 'otw', 'tidak', 'ambil', 'jastipan']",-24,-1
fitrahdharul gogo74070675957 bospurwa aniesbaswedan abwnews agusyudhoyono suryapaloh51 syaikhu ahmad nasdem pksejahtera pdemokrat dpp partaiummat pemudakabah panglimapemuda1 pemudanasdem pppemudamu mjl rasulullah aniesmania undip univ indonesia unpad ugmyogyakarta ub official unair official unj official upiofficial univ buka usakti official itbofficial bemfe unnes anak unhas official unand dpr ri mprgoid dpdri bpkri kejaksaanri kpk ri dal kadaaall kok jgnkan surat ijazah presiden saja bisa rekayasa grombolanmu luull bahluull tuluulll kok,"['fitrahdharul', 'gogo74070675957', 'bospurwa', 'aniesbaswedan', 'abwnews', 'agusyudhoyono', 'suryapaloh51', 'syaikhu', 'ahmad', 'nasdem', 'pksejahtera', 'pdemokrat', 'dpp', 'partaiummat', 'pemudakabah', 'panglimapemuda1', 'pemudanasdem', 'pppemudamu', 'mjl', 'rasulullah', 'aniesmania', 'undip', 'univ', 'indonesia', 'unpad', 'ugmyogyakarta', 'ub', 'official', 'unair', 'official', 'unj', 'official', 'upiofficial', 'univ', 'buka', 'usakti', 'official', 'itbofficial', 'bemfe', 'unnes', 'anak', 'unhas', 'official', 'unand', 'dpr', 'ri', 'mprgoid', 'dpdri', 'bpkri', 'kejaksaanri', 'kpk', 'ri', 'dal', 'kadaaall', 'kok', 'jgnkan', 'surat', 'ijazah', 'presiden', 'saja', 'bisa', 'rekayasa', 'grombolanmu', 'luull', 'bahluull', 'tuluulll', 'kok']",0,0
fitrahdharul gogo74070675957 bospurwa aniesbaswedan abwnews agusyudhoyono suryapaloh51 syaikhu ahmad nasdem pksejahtera pdemokrat dpp partaiummat pemudakabah panglimapemuda1 pemudanasdem pppemudamu mjl rasulullah aniesmania undip univ indonesia unpad ugmyogyakarta ub official unair official unj official upiofficial univ buka usakti official itbofficial paramadina bemfe unnes anak unhas official unand dpr ri mprgoid dpdri bpkri kpk ri kejaksaanri wkakakaaakk e ktp lagi sudah periksa tidak bukti novel baswedan yang notabene sangat tidak suka ganjar n perintah saja mngatakan bersih tidak libat coba ktauan bukti sedikit saja habis tuh ganjar,"['fitrahdharul', 'gogo74070675957', 'bospurwa', 'aniesbaswedan', 'abwnews', 'agusyudhoyono', 'suryapaloh51', 'syaikhu', 'ahmad', 'nasdem', 'pksejahtera', 'pdemokrat', 'dpp', 'partaiummat', 'pemudakabah', 'panglimapemuda1', 'pemudanasdem', 'pppemudamu', 'mjl', 'rasulullah', 'aniesmania', 'undip', 'univ', 'indonesia', 'unpad', 'ugmyogyakarta', 'ub', 'official', 'unair', 'official', 'unj', 'official', 'upiofficial', 'univ', 'buka', 'usakti', 'official', 'itbofficial', 'paramadina', 'bemfe', 'unnes', 'anak', 'unhas', 'official', 'unand', 'dpr', 'ri', 'mprgoid', 'dpdri', 'bpkri', 'kpk', 'ri', 'kejaksaanri', 'wkakakaaakk', 'e', 'ktp', 'lagi', 'sudah', 'periksa', 'tidak', 'bukti', 'novel', 'baswedan', 'yang', 'notabene', 'sangat', 'tidak', 'suka', 'ganjar', 'n', 'perintah', 'saja', 'mngatakan', 'bersih', 'tidak', 'libat', 'coba', 'ktauan', 'bukti', 'sedikit', 'saja', 'habis', 'tuh', 'ganjar']",-36,-1
fitrahdharul gogo74070675957 bospurwa aniesbaswedan abwnews agusyudhoyono suryapaloh51 syaikhu ahmad nasdem pksejahtera pdemokrat dpp partaiummat pemudakabah panglimapemuda1 pemudanasdem pppemudamu mjl rasulullah aniesmania undip univ indonesia unpad ugmyogyakarta ub official unair official unj official upiofficial univ buka usakti official itbofficial bemfe unnes anak unhas official unand dpr ri mprgoid qj2fxqsmganjqrh ipbofficial bpkri kpk ri kejaksaanri antikorupsi dpdri paramadina dprddkijakarta gubernur goblok dunia versi google,"['fitrahdharul', 'gogo74070675957', 'bospurwa', 'aniesbaswedan', 'abwnews', 'agusyudhoyono', 'suryapaloh51', 'syaikhu', 'ahmad', 'nasdem', 'pksejahtera', 'pdemokrat', 'dpp', 'partaiummat', 'pemudakabah', 'panglimapemuda1', 'pemudanasdem', 'pppemudamu', 'mjl', 'rasulullah', 'aniesmania', 'undip', 'univ', 'indonesia', 'unpad', 'ugmyogyakarta', 'ub', 'official', 'unair', 'official', 'unj', 'official', 'upiofficial', 'univ', 'buka', 'usakti', 'official', 'itbofficial', 'bemfe', 'unnes', 'anak', 'unhas', 'official', 'unand', 'dpr', 'ri', 'mprgoid', 'qj2fxqsmganjqrh', 'ipbofficial', 'bpkri', 'kpk', 'ri', 'kejaksaanri', 'antikorupsi', 'dpdri', 'paramadina', 'dprddkijakarta', 'gubernur', 'goblok', 'dunia', 'versi', 'google']",-6,-1
fitrahdharul gogo74070675957 bospurwa aniesbaswedan abwnews agusyudhoyono suryapaloh51 syaikhu ahmad nasdem pksejahtera pdemokrat dpp partaiummat pemudakabah panglimapemuda1 pemudanasdem pppemudamu mjl rasulullah aniesmania undip univ indonesia unpad ugmyogyakarta ub official unair official unj official upiofficial univ buka usakti official itbofficial bemfe unnes anak unhas official unand dpr ri mprgoid qj2fxqsmganjqrh ipbofficial bpkri kpk ri kejaksaanri antikorupsi dpdri paramadina dprddkijakarta kamu makan tuh wtp hasil pesan,"['fitrahdharul', 'gogo74070675957', 'bospurwa', 'aniesbaswedan', 'abwnews', 'agusyudhoyono', 'suryapaloh51', 'syaikhu', 'ahmad', 'nasdem', 'pksejahtera', 'pdemokrat', 'dpp', 'partaiummat', 'pemudakabah', 'panglimapemuda1', 'pemudanasdem', 'pppemudamu', 'mjl', 'rasulullah', 'aniesmania', 'undip', 'univ', 'indonesia', 'unpad', 'ugmyogyakarta', 'ub', 'official', 'unair', 'official', 'unj', 'official', 'upiofficial', 'univ', 'buka', 'usakti', 'official', 'itbofficial', 'bemfe', 'unnes', 'anak', 'unhas', 'official', 'unand', 'dpr', 'ri', 'mprgoid', 'qj2fxqsmganjqrh', 'ipbofficial', 'bpkri', 'kpk', 'ri', 'kejaksaanri', 'antikorupsi', 'dpdri', 'paramadina', 'dprddkijakarta', 'kamu', 'makan', 'tuh', 'wtp', 'hasil', 'pesan']",2,1
ness kalau sudah semester tuh buka elena yang semester gaa ya,"['ness', 'kalau', 'sudah', 'semester', 'tuh', 'buka', 'elena', 'yang', 'semester', 'gaa', 'ya']",-5,-1
fitrahdharul gogo74070675957 bospurwa aniesbaswedan abwnews agusyudhoyono suryapaloh51 syaikhu ahmad nasdem pksejahtera pdemokrat dpp partaiummat pemudakabah panglimapemuda1 pemudanasdem pppemudamu mjl rasulullah aniesmania undip univ indonesia unpad ugmyogyakarta ub official unair official unj official upiofficial univ buka usakti official itbofficial bemfe unnes anak unhas official unand dpr ri mprgoid qj2fxqsmganjqrh kpk ri paramadina ipbofficial bpkri wkwk jadi rt 1 begitu maksud a kmgkinan lolos saja koalisi tidak solid yang bukan koalisi ubah tapi pembubrahan,"['fitrahdharul', 'gogo74070675957', 'bospurwa', 'aniesbaswedan', 'abwnews', 'agusyudhoyono', 'suryapaloh51', 'syaikhu', 'ahmad', 'nasdem', 'pksejahtera', 'pdemokrat', 'dpp', 'partaiummat', 'pemudakabah', 'panglimapemuda1', 'pemudanasdem', 'pppemudamu', 'mjl', 'rasulullah', 'aniesmania', 'undip', 'univ', 'indonesia', 'unpad', 'ugmyogyakarta', 'ub', 'official', 'unair', 'official', 'unj', 'official', 'upiofficial', 'univ', 'buka', 'usakti', 'official', 'itbofficial', 'bemfe', 'unnes', 'anak', 'unhas', 'official', 'unand', 'dpr', 'ri', 'mprgoid', 'qj2fxqsmganjqrh', 'kpk', 'ri', 'paramadina', 'ipbofficial', 'bpkri', 'wkwk', 'jadi', 'rt', '1', 'begitu', 'maksud', 'a', 'kmgkinan', 'lolos', 'saja', 'koalisi', 'tidak', 'solid', 'yang', 'bukan', 'koalisi', 'ubah', 'tapi', 'pembubrahan']",-19,-1
ness kalau crush bilang tidak ditungguin tidak bisa kasih jamin bagaimana yh saya naksir berat sprtinya tidak mau pacar egk suka saya,"['ness', 'kalau', 'crush', 'bilang', 'tidak', 'ditungguin', 'tidak', 'bisa', 'kasih', 'jamin', 'bagaimana', 'yh', 'saya', 'naksir', 'berat', 'sprtinya', 'tidak', 'mau', 'pacar', 'egk', 'suka', 'saya']",-21,-1
kabar mahasiswa nih skripsi mahasiswa kuliah kampus undip itb unnes ui ugm ipk wisuda dospem https t co rcybakg6re,"['kabar', 'mahasiswa', 'nih', 'skripsi', 'mahasiswa', 'kuliah', 'kampus', 'undip', 'itb', 'unnes', 'ui', 'ugm', 'ipk', 'wisuda', 'dospem', 'https', 't', 'co', 'rcybakg6re']",-1,-1
ness tahu kos salatiga tidak ya area deket uksw,"['ness', 'tahu', 'kos', 'salatiga', 'tidak', 'ya', 'area', 'deket', 'uksw']",-4,-1
ness saya info part time jaga lapak tanggal 1 10 september saja yang komen ya dm,"['ness', 'saya', 'info', 'part', 'time', 'jaga', 'lapak', 'tanggal', '1', '10', 'september', 'saja', 'yang', 'komen', 'ya', 'dm']",-19,-1
fitrahdharul gogo74070675957 bospurwa aniesbaswedan abwnews agusyudhoyono suryapaloh51 syaikhu ahmad nasdem pksejahtera pdemokrat dpp partaiummat pemudakabah panglimapemuda1 pemudanasdem pppemudamu mjl rasulullah aniesmania undip univ indonesia unpad ugmyogyakarta ub official unair official unj official upiofficial univ buka usakti official itbofficial bemfe unnes anak unhas official unand dpr ri mprgoid qj2fxqsmganjqrh ipbofficial bemipbsmi ipb media fikom unpad bem unpad anak unpad palawa unpad oskmitb bemkmunnes bem unsoed banjir landa bukan jateng majikan mimpin dki atas banjir mbluk bagaimana atas jember ikut panen raya sawah hbz tuh mabur jabar ikut juga panen raya dsana waras orak,"['fitrahdharul', 'gogo74070675957', 'bospurwa', 'aniesbaswedan', 'abwnews', 'agusyudhoyono', 'suryapaloh51', 'syaikhu', 'ahmad', 'nasdem', 'pksejahtera', 'pdemokrat', 'dpp', 'partaiummat', 'pemudakabah', 'panglimapemuda1', 'pemudanasdem', 'pppemudamu', 'mjl', 'rasulullah', 'aniesmania', 'undip', 'univ', 'indonesia', 'unpad', 'ugmyogyakarta', 'ub', 'official', 'unair', 'official', 'unj', 'official', 'upiofficial', 'univ', 'buka', 'usakti', 'official', 'itbofficial', 'bemfe', 'unnes', 'anak', 'unhas', 'official', 'unand', 'dpr', 'ri', 'mprgoid', 'qj2fxqsmganjqrh', 'ipbofficial', 'bemipbsmi', 'ipb', 'media', 'fikom', 'unpad', 'bem', 'unpad', 'anak', 'unpad', 'palawa', 'unpad', 'oskmitb', 'bemkmunnes', 'bem', 'unsoed', 'banjir', 'landa', 'bukan', 'jateng', 'majikan', 'mimpin', 'dki', 'atas', 'banjir', 'mbluk', 'bagaimana', 'atas', 'jember', 'ikut', 'panen', 'raya', 'sawah', 'hbz', 'tuh', 'mabur', 'jabar', 'ikut', 'juga', 'panen', 'raya', 'dsana', 'waras', 'orak']",-18,-1
ness rekomen kipas angin budget 100k kencang angin tia,"['ness', 'rekomen', 'kipas', 'angin', 'budget', '100k', 'kencang', 'angin', 'tia']",0,0
fitrahdharul gogo74070675957 bospurwa aniesbaswedan abwnews agusyudhoyono suryapaloh51 syaikhu ahmad nasdem pksejahtera pdemokrat dpp partaiummat pemudakabah panglimapemuda1 pemudanasdem pppemudamu mjl rasulullah aniesmania undip univ indonesia unpad ugmyogyakarta ub official unair official unj official upiofficial univ buka usakti official itbofficial bemfe unnes anak unhas official unand dpr ri mprgoid dpdri ulamalovers nih mata biar melek https t co 7uiszbzmqz,"['fitrahdharul', 'gogo74070675957', 'bospurwa', 'aniesbaswedan', 'abwnews', 'agusyudhoyono', 'suryapaloh51', 'syaikhu', 'ahmad', 'nasdem', 'pksejahtera', 'pdemokrat', 'dpp', 'partaiummat', 'pemudakabah', 'panglimapemuda1', 'pemudanasdem', 'pppemudamu', 'mjl', 'rasulullah', 'aniesmania', 'undip', 'univ', 'indonesia', 'unpad', 'ugmyogyakarta', 'ub', 'official', 'unair', 'official', 'unj', 'official', 'upiofficial', 'univ', 'buka', 'usakti', 'official', 'itbofficial', 'bemfe', 'unnes', 'anak', 'unhas', 'official', 'unand', 'dpr', 'ri', 'mprgoid', 'dpdri', 'ulamalovers', 'nih', 'mata', 'biar', 'melek', 'https', 't', 'co', '7uiszbzmqz']",-2,-1
ness jadi anjem langgan anter kerja tidak shift pagi anter jam 8 shift siang anter jam 2 minggu saja tolong,"['ness', 'jadi', 'anjem', 'langgan', 'anter', 'kerja', 'tidak', 'shift', 'pagi', 'anter', 'jam', '8', 'shift', 'siang', 'anter', 'jam', '2', 'minggu', 'saja', 'tolong']",-9,-1
fitrahdharul gogo74070675957 bospurwa aniesbaswedan abwnews agusyudhoyono suryapaloh51 syaikhu ahmad nasdem pksejahtera pdemokrat dpp partaiummat pemudakabah panglimapemuda1 pemudanasdem pppemudamu mjl rasulullah aniesmania undip univ indonesia unpad ugmyogyakarta ub official unair official unj official upiofficial univ buka usakti official itbofficial bemfe unnes anak unhas official unand dpr ri mprgoid dpdri ulamalovers ulama wkwk jis yang tidak standar fifa yahahaahh kok pamer parkir yang tidak pada lingkung kumuh warga yang tanhnya gusur belum beres pada tingga tenda n bedeng hebat majikan,"['fitrahdharul', 'gogo74070675957', 'bospurwa', 'aniesbaswedan', 'abwnews', 'agusyudhoyono', 'suryapaloh51', 'syaikhu', 'ahmad', 'nasdem', 'pksejahtera', 'pdemokrat', 'dpp', 'partaiummat', 'pemudakabah', 'panglimapemuda1', 'pemudanasdem', 'pppemudamu', 'mjl', 'rasulullah', 'aniesmania', 'undip', 'univ', 'indonesia', 'unpad', 'ugmyogyakarta', 'ub', 'official', 'unair', 'official', 'unj', 'official', 'upiofficial', 'univ', 'buka', 'usakti', 'official', 'itbofficial', 'bemfe', 'unnes', 'anak', 'unhas', 'official', 'unand', 'dpr', 'ri', 'mprgoid', 'dpdri', 'ulamalovers', 'ulama', 'wkwk', 'jis', 'yang', 'tidak', 'standar', 'fifa', 'yahahaahh', 'kok', 'pamer', 'parkir', 'yang', 'tidak', 'pada', 'lingkung', 'kumuh', 'warga', 'yang', 'tanhnya', 'gusur', 'belum', 'beres', 'pada', 'tingga', 'tenda', 'n', 'bedeng', 'hebat', 'majikan']",-47,-1
ness anjem yang anterin wisma damai yang tugu muda jam tidak ya yang bayar pakai shopeepay yaa tidak megang cash,"['ness', 'anjem', 'yang', 'anterin', 'wisma', 'damai', 'yang', 'tugu', 'muda', 'jam', 'tidak', 'ya', 'yang', 'bayar', 'pakai', 'shopeepay', 'yaa', 'tidak', 'megang', 'cash']",-24,-1
collegemenfess nxxxa06 jeonghanwangy liat,"['collegemenfess', 'nxxxa06', 'jeonghanwangy', 'liat']",1,1
fitrahdharul gogo74070675957 bospurwa aniesbaswedan abwnews agusyudhoyono suryapaloh51 syaikhu ahmad nasdem pksejahtera pdemokrat dpp partaiummat pemudakabah panglimapemuda1 pemudanasdem pppemudamu mjl rasulullah aniesmania undip univ indonesia unpad ugmyogyakarta ub official unair official unj official upiofficial univ buka usakti official itbofficial bemfe unnes anak unhas official unand dpr ri mprgoid qj2fxqsmganjqrh ipbofficial bemipbsmi ipb media fikom unpad hasil karya hebat majikan nih https t co mwqdatfsvj,"['fitrahdharul', 'gogo74070675957', 'bospurwa', 'aniesbaswedan', 'abwnews', 'agusyudhoyono', 'suryapaloh51', 'syaikhu', 'ahmad', 'nasdem', 'pksejahtera', 'pdemokrat', 'dpp', 'partaiummat', 'pemudakabah', 'panglimapemuda1', 'pemudanasdem', 'pppemudamu', 'mjl', 'rasulullah', 'aniesmania', 'undip', 'univ', 'indonesia', 'unpad', 'ugmyogyakarta', 'ub', 'official', 'unair', 'official', 'unj', 'official', 'upiofficial', 'univ', 'buka', 'usakti', 'official', 'itbofficial', 'bemfe', 'unnes', 'anak', 'unhas', 'official', 'unand', 'dpr', 'ri', 'mprgoid', 'qj2fxqsmganjqrh', 'ipbofficial', 'bemipbsmi', 'ipb', 'media', 'fikom', 'unpad', 'hasil', 'karya', 'hebat', 'majikan', 'nih', 'https', 't', 'co', 'mwqdatfsvj']",3,1
ness alhamdulillah sender sudah sidang nang sekali haru huaaaa,"['ness', 'alhamdulillah', 'sender', 'sudah', 'sidang', 'nang', 'sekali', 'haru', 'huaaaa']",-2,-1
unnesmenfess ready kak,"['unnesmenfess', 'ready', 'kak']",1,1
fitrahdharul gogo74070675957 bospurwa aniesbaswedan abwnews agusyudhoyono suryapaloh51 syaikhu ahmad nasdem pksejahtera pdemokrat dpp partaiummat pemudakabah panglimapemuda1 pemudanasdem pppemudamu mjl rasulullah aniesmania undip univ indonesia unpad ugmyogyakarta ub official unair official unj official upiofficial univ buka usakti official itbofficial bemfe unnes anak unhas official unand dpr ri mprgoid dpdri ulamalovers yang masukke sopoo mbuull bikin narasi opini karang benar,"['fitrahdharul', 'gogo74070675957', 'bospurwa', 'aniesbaswedan', 'abwnews', 'agusyudhoyono', 'suryapaloh51', 'syaikhu', 'ahmad', 'nasdem', 'pksejahtera', 'pdemokrat', 'dpp', 'partaiummat', 'pemudakabah', 'panglimapemuda1', 'pemudanasdem', 'pppemudamu', 'mjl', 'rasulullah', 'aniesmania', 'undip', 'univ', 'indonesia', 'unpad', 'ugmyogyakarta', 'ub', 'official', 'unair', 'official', 'unj', 'official', 'upiofficial', 'univ', 'buka', 'usakti', 'official', 'itbofficial', 'bemfe', 'unnes', 'anak', 'unhas', 'official', 'unand', 'dpr', 'ri', 'mprgoid', 'dpdri', 'ulamalovers', 'yang', 'masukke', 'sopoo', 'mbuull', 'bikin', 'narasi', 'opini', 'karang', 'benar']",-14,-1
ness sekitar unnes yang jual gunting mana ya https t co kvkwuopyuv,"['ness', 'sekitar', 'unnes', 'yang', 'jual', 'gunting', 'mana', 'ya', 'https', 't', 'co', 'kvkwuopyuv']",-4,-1
